"symbol","lower_price","higher_price","lower_size","higher_size"
"KD","227000","232600",1,36210
"KDLY","10600","12664",1,6859
"KDLYW","1110","2100",1,4500
"KDP","370000","380500",1,1448087
"KDRN","238350","238350",1,1
"KE","177000","186508",1,17422
"KEAT","267300","268400",1,11250
"KELYA","205300","214000",1,39682
"KELYB","205254","227700",1,100
"KEM","288100","302700",1,10
"KEMQ","183400","188800",1,600
"KEMX","318100","322365",1,1500
"KEN","267300","279999",1,600
"KEP","74600","81000",1,3768
"KEQU","324600","350350",1,3327
"KEUA","232400","235486",1,500
"KEX","1210000","1258800",1,5630
"KEY","163800","168100",1,360000
"KEY-I","250900","257400",1,1783
"KEY-J","229401","234200",1,1600
"KEY-K","233300","239000",1,1995
"KEY-L","246000","249500",1,200000
"KEYS","1535000","1607300",1,19632
"KF","229800","237200",1,2100
"KFFB","25200","28500",1,600
"KFRC","601300","622100",1,5875
"KFS","79500","82079",1,9000
"KFY","721100","745750",1,17599
"KGC","93900","99400",1,521651
"KGEI","30944","32900",1,1000
"KGRN","222400","235700",1,2019
"KGS","283800","295000",1,64531
"KHC","343600","357400",1,1613000
"KHPI","254000","254600",1,1300
"KHYB","249900","252099",1,1000
"KIDS","256700","270300",1,18666
"KIE","553800","577300",1,215112
"KIM","225800","234900",1,720000
"KIM-L","237300","241700",1,1000
"KIM-M","249400","251200",1,14453
"KIM-N","599600","618300",1,13104
"KIND","24401","25600",1,20600
"KINS","86000","91050",1,5000
"KIO","147100","149865",1,2414
"KIRK","19000","22036",1,16000
"KITT","13150","15400",1,12000
"KITTW","133","144",2,17700
"KJAN","368500","372150",1,1450
"KJUL","289100","291800",1,3997
"KJUN","264903","266513",8,458
"KKR","1300100","1348400",1,225075
"KKRS","207100","210000",1,1463
"KLAC","7719596","8220000",1,181571
"KLG","172092","178400",1,5825
"KLIC","420400","453450",1,65876
"KLIP","122272","128000",1,10000
"KLMT","266055","266055",1,1
"KLTO","7000","8000",1,6966
"KLTOW","240","400",1,483
"KLTR","12700","13650",1,27320
"KLXE","51050","58299",1,8742
"KLXY","249000","255200",1,10
"KMB","1400000","1434100",1,152537
"KMDA","53100","54701",1,10000
"KMI","216000","222700",1,1067723
"KMLM","290700","296000",1,24307
"KMPB","235400","239400",1,2800
"KMPR","601000","617900",1,13846
"KMT","257200","268000",1,71310
"KMX","672200","797100",1,50000
"KN","177200","186000",1,21712
"KNCT","1022400","1042199",1,55
"KNDI","15200","17200",1,35000
"KNF","873400","913800",1,170898
"KNG","538756","546400",1,19926
"KNGS","291400","301600",1,300
"KNGZ","340500","345100",1,435
"KNO","483900","487637",1,1350
"KNOP","66000","69700",1,38865
"KNOW","108700","109299",1,381
"KNSA","236300","279800",1,50000
"KNSL","4436000","4636900",1,1703
"KNTK","438570","471600",1,4800
"KNW","2701","3200",1,229092
"KNX","519700","548200",1,46563
"KO","707300","722100",1,446546
"KOCG","278000","281200",1,57
"KOCT","302600","303700",1,259273
"KOD","25800","28000",1,25548
"KODK","47500","50000",1,87516
"KOF","855000","927188",1,17800
"KOKU","1005375","1013500",1,21
"KOLD","542000","634500",1,13000
"KOMP","481800","497936",1,17624
"KONG","289200","293600",8,13362
"KOOL","106420","107700",100,608
"KOP","359000","378650",1,7092
"KOPN","6235","7107",1,165891
"KORE","20800","24000",1,885
"KORP","481364","484149",1,35948
"KORU","74500","81000",1,14813
"KOS","36900","40200",1,698000
"KOSS","67000","75000",1,10000
"KPLT","97950","106900",1,967
"KPLTW","55","56",1000,5000
"KPOP","134000","139288",1,90
"KPRO","269500","276300",1,400
"KPRX","33700","35000",1,2281
"KPTI","6800","7400",1,46000
"KQQQ","250800","278900",1,1000
"KR","552900","569000",1,706713
"KRBN","311700","319900",1,4000
"KRC","378800","402000",1,50000
"KRE","552400","565950",1,650000
"KREF","123800","128800",1,5314
"KREF-A","218000","221366",1,594
"KRG","260800","268482",1,287199
"KRKR","1900","2494",1,19850
"KRMA","387600","392600",1,1266
"KRMD","26800","28000",1,1373
"KRNT","240300","265100",1,493555
"KRNY","67300","69000",1,57198
"KRO","119450","126800",1,6600
"KRON","9300","10050",1,1614
"KROP","103400","107756",1,2499
"KROS","559000","590000",1,109653
"KRP","155300","160781",1,86500
"KRRO","340000","366921",1,4213
"KRT","250000","265200",1,14745
"KRUS","805000","850100",1,8680
"KRUZ","297400","315000",1,600
"KRYS","1725600","1828600",1,36361
"KSA","430900","434198",1,11500
"KSCP","58100","84900",1,8086
"KSEA","288600","288600",1,1
"KSEP","253700","255950",1,1580
"KSM","101700","102300",1,1100
"KSPI","1010000","1092900",1,100000
"KSPY","251200","251900",1,1000
"KSS","197500","210700",1,168240
"KSTR","103600","109700",1,10000
"KT","153600","159300",1,190800
"KTB","785150","835000",1,35890
"KTCC","54100","61437",1,20000
"KTEC","130600","150100",1,15000
"KTF","98390","98800",1,100000
"KTH","288550","288550",335,335
"KTN","269000","271700",1,500
"KTOS","225000","236800",1,282213
"KTRA","1700","2680",1,247225
"KTTA","41600","74900",1,35197
"KTTAW","302","982",1,28300
"KUKE","7051","8560",1,2922
"KULR","2650","3000",1,43518
"KURA","193500","203600",1,80258
"KURE","147700","159000",1,3807
"KVAC","107400","108000",1,250000
"KVACW","500","510",100,100000
"KVHI","46280","47800",1,3000
"KVLE","263600","266000",1,65
"KVUE","226100","234350",1,560781
"KVYO","341200","359500",1,6249
"KW","110467","115200",1,12500
"KWE","1515","1700",1,40000
"KWEB","301500","341601",1,1001900
"KWR","1648900","1731700",1,11016
"KWT","325100","327400",1,5000
"KXI","650000","663288",1,3345
"KXIN","790","1234",1,250080
"KYMR","483300","533500",1,38695
"KYN","111300","115000",1,24309
"KYTX","51500","55450",1,28100
"KZIA","3400","3998",1,37100
"KZR","5200","5599",1,52609
"L","762000","793300",1,224790
"LAAC","29200","34600",1,80624
"LAB","18200","19500",1,193816
"LABD","57300","60750",1,84744
"LABU","1233000","1305450",1,6000
"LAC","24310","28100",1,40000
"LAD","2994600","3243300",1,9244
"LADR","117500","121200",1,14099
"LAES","4502","5300",1,25000
"LAKE","200300","206000",1,3161
"LALT","209200","210272",100,300
"LAMR","1226300","1359800",1,67623
"LANC","1768950","1826467",1,23607
"LAND","138000","145000",1,36677
"LANDM","243400","245500",1,400
"LANDO","227201","228900",1,1000
"LANDP","221000","223200",1,1700
"LANV","17100","18313",1,1404
"LARK","202000","208700",1,953
"LASE","120001","162610",1,18679
"LASR","104000","109600",1,58998
"LATG","115500","115600",1,2400
"LATGU","115000","135000",1,700
"LAUR","165100","169400",1,138260
"LAW","56500","59500",1,3300
"LAZ","494400","510650",1,8614
"LAZR","8422","9800",1,767129
"LB","392001","423288",1,100000
"LBAY","272709","277184",1,2100
"LBO","307472","312099",1,500
"LBPH","305300","325650",1,145500
"LBRDA","740000","796888",1,53902
"LBRDK","740512","797700",1,132876
"LBRDP","244600","249050",1,1000
"LBRT","186000","198300",1,200000
"LBTYA","208300","214200",1,1571600
"LBTYB","207800","222500",1,100
"LBTYK","213800","219400",1,106020
"LC","105800","112200",1,38741
"LCDS","551226","553250",1,100
"LCF","355101","356000",1,50
"LCFY","58300","69500",1,1100
"LCFYW","60600","70000",1,898
"LCG","287400","290580",1,3800
"LCID","34100","37300",1,1008057
"LCII","1169400","1229600",1,8977
"LCLG","488600","488600",1,1
"LCNB","147550","153000",1,3946
"LCR","352401","355600",1,2565
"LCTD","485800","490800",1,362
"LCTU","623200","628000",1,1674
"LCTX","8596","9200",1,13535
"LCUT","63800","67600",1,6905
"LCW","90500","119100",1,1715
"LDEM","508500","514432",1,16504
"LDI","25317","28989",1,16000
"LDOS","1555000","1600000",1,203100
"LDP","212597","216790",1,2400
"LDSF","191300","192400",1,3300
"LDTC","2750","4200",1,22120
"LDTCW","230","299",1,2500
"LDUR","959301","961800",1,3058
"LDWY","35200","38104",1,1800
"LE","138400","176200",1,18881
"LEA","1081300","1154600",1,62210
"LEAD","691400","696250",1,250
"LECO","1870400","1978199",1,47691
"LEDS","11500","12500",1,2000
"LEE","86000","95700",1,1897
"LEG","130000","142500",1,564900
"LEGH","271600","282000",1,5558
"LEGN","439900","499999",1,111828
"LEGR","472400","478400",1,4544
"LEGT","102000","102090",182,1000
"LEGT+","1399","1400",100,600
"LEMB","383400","386500",1,2656
"LEN","1780000","1891700",1,47800
"LEN.B","1672200","1741750",1,2549
"LENZ","216000","253900",1,15864
"LEO","65000","65991",1,19400
"LESL","28200","29600",1,415336
"LEU","538100","595000",1,7124
"LEV","6580","7361",1,60000
"LEV+","129","160",24,2000
"LEV+A","750","750",1000,1000
"LEVI","206000","217700",1,262099
"LEXI","306100","306801",1,100
"LEXX","29100","31900",1,5992
"LEXXW","6750","11900",1,10457
"LFAE","130420","131000",100,765
"LFAN","160800","161700",700,1100
"LFAO","159400","159400",1,1
"LFAV","181300","182400",300,800
"LFCR","46000","54000",1,15151
"LFEQ","485000","487700",1,573
"LFLY","20800","23100",1,4076
"LFLYW","401","805",1,5266
"LFMD","51000","54300",1,27082
"LFMDP","220000","230000",1,1214
"LFST","68500","70700",1,132631
"LFT","25900","26900",1,4501
"LFT-A","221396","229785",5,163
"LFUS","2596000","2700000",1,14160
"LFVN","122000","138400",1,7959
"LFWD","30500","33000",1,2000
"LGCB","3700","4250",1,20000
"LGCL","10200","14396",1,28000
"LGCY","36000","47900",1,20674
"LGF.A","77500","84000",1,13085
"LGF.B","68700","74200",1,35577
"LGH","502841","508700",1,1292
"LGHL","2190","2739",1,50000
"LGHLW","81","201",1,18100
"LGHT","106000","107450",4,559
"LGI","178600","182400",1,4477
"LGIH","1122000","1189400",1,25175
"LGL","54500","60900",1,721
"LGLV","1681001","1696080",1,600
"LGMK","1669","1780",1,81933
"LGND","971100","1010384",1,19141
"LGO","17100","21200",1,31900
"LGOV","222800","225000",1,17133
"LGRO","328000","342300",1,2275
"LGVN","19200","21000",1,30076
"LH","2161100","2255100",1,245977
"LHX","2300000","2399900",1,72200
"LI","244900","269266",1,279497
"LIAX","285900","285900",1500,1500
"LICN","17000","19582",1,1200
"LICY","19007","22850",1,11300
"LIDR","10700","11917",1,15338
"LIDRW","69","80",43,19700
"LIF","380500","396500",1,15258
"LIFW","1472","1765",1,24500
"LIFWW","12","31",1,100000
"LIFWZ","490","490",100,100
"LII","6010100","6300000",1,3300
"LILA","95000","99900",1,27646
"LILAK","94500","98699",1,124651
"LILM","7224","7970",1,100200
"LILMW","910","1159",1,1006
"LIMI","264500","293300",1,100
"LIN","4561400","4849900",1,254382
"LINC","118550","122300",1,38603
"LIND","91600","97800",1,36550
"LINE","750500","806900",1,368906
"LINK","34200","39700",1,452
"LION","67500","75500",1,15940
"LIPO","4334","5180",1,28400
"LIQT","28750","31000",1,1106
"LIT","389400","430000",1,74487
"LITB","27087","30800",1,100
"LITE","618100","655900",1,274114
"LITM","2980","3299",1,12000
"LITP","75500","83050",1,2000
"LIVE","150000","165000",1,300
"LIVN","496600","532500",1,53518
"LIVR","261850","277400",1,40100
"LIXT","18300","20100",1,900
"LIXTW","355","700",1,1500
"LJAN","246700","246801",1,181
"LKCO","22500","28500",1,4000
"LKFN","637900","666000",1,32147
"LKOR","452720","456710",1,1000
"LKQ","390800","407500",1,763366
"LLAP","2460","2619",1,365246
"LLY","8052800","9389988",1,46453
"LLYVA","356862","492784",1,166900
"LLYVK","378724","510000",1,406200
"LLYX","247500","278000",1,1656
"LMAT","891600","928615",1,19400
"LMB","729900","782700",1,12626
"LMBO","162000","213600",1,1000
"LMBS","493565","495600",1,312071
"LMFA","26750","31100",1,3000
"LMND","168700","174500",1,12118
"LMND+","400","400",33,33
"LMNR","261101","272450",1,11193
"LMT","5600000","5850000",1,17000
"LNC","311000","320000",1,266477
"LNC-D","281029","285400",1,1900
"LND","46400","48305",1,2000
"LNG","1769400","1802500",1,8700
"LNGG","250446","254500",1,300
"LNGZ","267799","271300",1,160
"LNKB","62500","64900",1,8168
"LNN","1218000","1256900",1,2349
"LNSR","42000","44600",1,1335
"LNT","589400","608600",1,256288
"LNTH","1018000","1120500",1,143441
"LNW","909550","956125",1,254890
"LNZA","14950","17850",1,373019
"LNZAW","1337","1500",1,100
"LOAN","53200","54900",1,3285
"LOAR","734600","773400",1,99900
"LOB","458900","476400",1,5278
"LOBO","16500","21600",1,2600
"LOCL","21700","29164",1,3000
"LOCO","133600","138400",1,54752
"LOCT","238800","239000",1,14
"LODE","4550","7191",1,475000
"LOGC","52500","55700",1,11081
"LOGI","873000","895000",1,26453
"LOMA","81500","90000",1,9400
"LONZ","511000","512200",1,15861
"LOOP","15480","19400",1,6544
"LOPE","1418400","1461600",1,27504
"LOPP","257500","281300",1,48
"LOT","48300","52000",1,5000
"LOTWW","3000","3040",2,5000
"LOUP","477300","487699",1,500
"LOVE","271850","288000",1,26329
"LOW","2435000","2694900",1,397000
"LOWV","697600","700650",1,726
"LPA","96027","104099",1,1439
"LPAA","99700","99900",1,10000
"LPAAU","100000","100050",1,1000
"LPAAW","760","830",1,434
"LPCN","43100","48900",1,6895
"LPG","329295","345500",1,5195
"LPL","41502","43300",1,3500
"LPLA","2255500","2374000",1,144306
"LPRO","60300","65999",1,86299
"LPSN","10700","13500",1,84900
"LPTH","12402","14400",1,7918
"LPTX","25600","27830",1,7546
"LPX","1045700","1087700",1,60900
"LQAI","323200","326300",1,2
"LQD","1116700","1135700",1,4244797
"LQDA","99600","105530",1,161114
"LQDB","883000","886850",1,226
"LQDH","928000","930600",1,4097
"LQDI","266600","268900",1,3400
"LQDT","221600","227800",1,30110
"LQDW","283000","284200",1,10000
"LQIG","986400","991664",1,1364
"LQR","5402","5778",1,2500
"LRCX","8037500","8690000",1,295922
"LRE","14801","16300",1,1000
"LRFC","227201","250600",1,1000
"LRGC","660880","665500",1,8919
"LRGE","726850","738650",1,9354
"LRGF","584300","589000",1,33912
"LRGG","269799","271600",2,1203
"LRHC","6350","7636",1,17795
"LRMR","61500","68345",1,30520
"LRN","830800","867850",1,340400
"LRND","333101","334189",14,800
"LRNZ","375400","387700",1,5000
"LSAF","410431","415481",1,9802
"LSAK","48300","51000",1,3096
"LSAT","411935","418500",1,3000
"LSB","7100","9000",1,6065
"LSBK","131964","142800",1,1881
"LSBPW","475","749",1,10000
"LSCC","521200","564900",1,908242
"LSEA","120400","128200",1,50000
"LSEAW","2502","3299",1,2657
"LSEQ","269250","270800",1,500
"LSF","46504","51000",1,8466
"LSGR","352000","355850",1,196534
"LSH","21600","29200",1,4900
"LSPD","158100","168799",1,114824
"LSTA","28000","30700",1,1973
"LSTR","1829900","1898800",1,35884
"LTBR","26500","30400",1,30000
"LTC","363608","371400",1,31052
"LTH","237700","258200",1,39993
"LTL","724500","740874",1,500
"LTM","250100","269700",1,1540
"LTPZ","571800","579488",1,3592
"LTRN","37200","41313",1,2739
"LTRX","36800","43000",1,16818
"LTRY","5210","6000",1,8000
"LTRYW","102","130",2,10000
"LU","25274","34700",1,131281
"LUCD","7500","8100",1,6652
"LUCY","83001","105200",1,11115
"LUCYW","460","680",1,5000
"LULU","2597989","2984130",1,256148
"LUMN","69201","74200",1,2024788
"LUMO","36600","41500",1,4055
"LUNA","21000","23200",1,6000
"LUNG","81400","85900",1,27267
"LUNR","77200","89800",1,272317
"LUNRW","23600","27500",1,34037
"LUV","283900","316500",1,364484
"LUX","228356","239716",1,1400
"LUXH","710","820",1,102000
"LUXHP","150000","161500",1,1003
"LUXX","250900","258500",1,200
"LVHD","402700","407399",1,2619
"LVHI","310001","314000",1,4354
"LVLU","15100","16899",1,4043
"LVO","10400","12150",1,40000
"LVOL","542100","542359",1,1
"LVRO","36350","43600",1,2155
"LVROW","2501","3000",25,1000
"LVS","448200","514982",1,467250
"LVTX","15982","17200",1,6292
"LVWR","57850","63000",1,2344
"LW","649300","674300",1,92433
"LWAY","259300","267000",1,14622
"LWLG","27950","30100",1,140199
"LX","18200","24900",1,69200
"LXEH","2540","3100",1,30056
"LXEO","87600","93500",1,53552
"LXFR","124400","130700",1,1147
"LXP","101050","103040",1,17711
"LXP-C","512700","542500",1,400
"LXRX","14900","16400",1,187449
"LXU","70000","81600",1,4938
"LYB","935000","976000",1,120100
"LYEL","13400","16000",1,93422
"LYFT","127350","137900",1,811691
"LYG","29300","31800",1,124900
"LYLD","268099","269800",1,100
"LYRA","2414","2777",1,70000
"LYT","18000","20421",1,3000
"LYTS","153000","161700",1,17513
"LYV","918755","1092400",1,328400
"LZ","58800","67200",1,197327
"LZB","415400","431450",1,7497
"LZM","65495","71800",1,7270
"LZM+","7000","8000",43,500
"M","149200","153800",1,40000
"MA","4489500","4989467",1,50000
"MAA","1567100","1630200",1,258770
"MAA-I","570000","594032",1,200
"MAC","172300","181300",1,57000
"MACI","99900","99900",77,40000
"MACIW","1000","1398",1,1660
"MADE","248700","257400",1,160
"MAG","145000","155400",1,26363
"MAGA","477200","498100",1,110
"MAGG","209300","209900",2,1290
"MAGQ","196000","204500",1,100
"MAGS","470400","481600",1,127281
"MAGX","355700","376600",1,1076
"MAIA","25101","27100",1,7354
"MAIN","494344","506300",1,6281
"MAKX","371450","381800",1,5
"MAMA","72500","81600",1,22952
"MAMB","232300","233500",1,1282
"MAMO","35900","40600",1,3293
"MAN","713300","746700",1,6956
"MANH","2746500","2929200",1,74376
"MANU","161100","166288",1,10000
"MAPP","236280","237000",1,2
"MAPS","8822","9550",1,87243
"MAPSW","280","300",2,2600
"MAR","2412600","2544988",1,176462
"MARA","161900","182500",1,685086
"MARB","197900","199500",1,1329
"MARM","304300","305299",6,750
"MARPS","39550","42000",1,1000
"MART","327800","329300",1,3636
"MARW","303500","304500",6,400
"MARX","109900","110500",1,10
"MARZ","321201","322599",1,900
"MAS","825600","843628",1,134100
"MASI","1310500","1358500",1,110393
"MASS","35200","38500",1,17131
"MAT","185100","194900",1,378172
"MATH","11000","12500",1,1500
"MATV","169700","179400",1,29514
"MATW","225700","234400",1,29860
"MATX","1403100","1449500",1,4477
"MAV","88300","89200",1,9146
"MAX","177100","183800",1,19116
"MAXI","221900","250000",1,2102
"MAXJ","259200","260000",1,3300
"MAXN","782","960",1,1520403
"MAYS","435100","459500",1,16
"MAYT","324600","325300",1,43
"MAYW","299800","301000",1,2000
"MBAV","99900","104850",11,6700
"MBAVU","100300","100499",37,1619
"MBAVW","1100","1950",1,312500
"MBB","949500","984200",1,1550000
"MBBB","220191","220818",3,500
"MBC","175100","188300",1,211600
"MBCC","347300","349500",1,943
"MBCN","276800","289500",1,2810
"MBI","35500","37300",1,8720
"MBIN","440000","453100",1,12984
"MBINM","258500","264000",1,1000
"MBINN","235050","240100",1,900
"MBINO","246700","251900",1,2000
"MBIO","2058","2599",1,51157
"MBLY","127200","148500",1,555760
"MBND","279750","280200",13,2998
"MBNE","301300","301700",100,225
"MBNKP","245200","247100",1,700
"MBOT","8579","9000",1,9095
"MBOX","339201","342700",1,441
"MBRX","23200","28750",1,4999
"MBS","88850","89500",1,60000
"MBSD","209575","210491",1,8684
"MBSF","255200","256300",4,2616
"MBUU","372100","401700",1,28872
"MBWM","423800","441200",1,11744
"MBX","220000","254300",1,6000
"MC","680801","707399",1,15368
"MCAA","117100","117100",250000,250000
"MCAG","111800","111800",5,99
"MCB","504600","526300",1,2000
"MCBS","293100","305600",1,18304
"MCD","2938500","3069988",1,359000
"MCDS","550200","553150",1,100
"MCFT","177200","187500",1,15295
"MCH","225650","239860",1,282837
"MCHI","460800","531600",1,661248
"MCHP","761100","816500",1,1996868
"MCHS","267300","279099",1,2001
"MCHX","17310","19000",1,5000
"MCI","174110","195500",1,2000
"MCK","4690100","4900000",1,83000
"MCN","71100","72550",1,19696
"MCO","4604250","4857002",1,23389
"MCR","64500","65150",1,5000
"MCRB","7981","10100",1,366969
"MCRI","770600","799999",1,26699
"MCS","149000","153700",1,16500
"MCSE","154504","156100",1,426
"MCVT","22200","24700",1,3000
"MCW","66200","69547",1,9967
"MCY","628500","650700",1,12475
"MD","107600","119700",1,53879
"MDAI","9501","12700",1,24500
"MDAIW","1000","1379",1,10000
"MDB","2685600","2834400",1,58892
"MDBH","75000","78800",1,1000
"MDCP","295046","295972",1,100
"MDEV","219000","222450",1,363
"MDGL","2104200","2215100",1,46101
"MDIA","12500","14500",1,4135
"MDIV","164700","167800",1,11658
"MDJH","6761","8250",1,3000
"MDLV","272257","273400",1,4783
"MDLZ","736600","751200",1,983804
"MDPL","265330","268800",1,600
"MDRR","109200","125000",1,1000
"MDRRP","242500","249499",1,200
"MDST","254700","259223",1,2500
"MDT","885000","900187",1,920000
"MDU","266200","280000",1,248600
"MDV","162000","172400",1,1000
"MDV-A","246800","247799",1,1774
"MDWD","163000","177200",1,2263
"MDXG","55600","59800",1,157072
"MDXH","18200","21400",1,68903
"MDY","5636500","5742400",1,55505
"MDYG","869900","884963",1,7493
"MDYV","778400","831700",1,10195
"ME","2940","3459",1,133100
"MEAR","502830","503500",1,1097901
"MEC","196800","220700",1,5000
"MED","179000","199600",1,3477
"MEDI","274400","279600",1,178
"MEDP","3208700","3349599",1,97818
"MEDX","305300","306900",1,100
"MEG","271100","294400",1,2263
"MEGI","145450","147700",1,4900
"MEGL","4800","6670",1,11199
"MEI","115550","124955",1,11334
"MEIP","24600","29982",1,2000
"MELI","20500000","21617300",1,35008
"MEM","332450","336899",1,500
"MEMS","264600","271795",2,10000
"MEMX","313860","316900",1,133630
"MEOH","397100","426500",1,13567
"MERC","61900","66800",1,55264
"MER-K","256100","258200",1,8758
"MESA","11300","12100",1,16841
"MESO","72000","77900",1,17825
"MET","807400","830000",1,262000
"META","5246200","5800800",1,1624439
"MET-A","246600","248193",1,2000
"METC","109500","119700",1,55098
"METCB","100250","108800",1,1818
"METCL","258500","261000",1,2562
"METD","201265","208000",1,7500
"MET-E","248800","250994",1,2000
"MET-F","229700","232300",1,3500
"METU","322900","345000",1,9000
"METV","132600","137400",1,7400
"MEXX","136006","152720",1,8000
"MFA","124000","132000",1,50000
"MFA-B","229000","233400",1,1000
"MFA-C","238850","241700",1,250
"MFAN","255000","256800",1,1280
"MFAO","256699","258001",3,1920
"MFC","291300","299787",1,3000000
"MFDX","325500","328800",1,17881
"MFEM","213050","216000",1,8099
"MFG","39800","41700",1,99405
"MFH","12500","19200",1,2000
"MFI","6200","8000",1,12300
"MFIC","133000","138000",1,44263
"MFICL","255200","257000",1,600
"MFIN","79000","82800",1,8703
"MFLX","174300","176100",1,500
"MFM","56800","57390",1,5250
"MFUL","218201","220900",3,1800
"MFUS","503100","505500",1,1248
"MFUT","181000","182500",1,640
"MG","110900","114300",1,44418
"MGA","400000","435400",1,130693
"MGC","2018300","2073500",1,7028
"MGEE","895801","920400",1,25371
"MGF","32300","32989",1,6000
"MGIC","118229","121685",1,3388
"MGIH","16100","18200",1,4615
"MGK","3194700","3290000",1,50600
"MGLD","14400","16300",1,3100
"MGM","377600","402000",1,97600
"MGMT","378250","388335",1,19026
"MGNI","129800","138900",1,173865
"MGNR","306700","310200",1,2883
"MGNX","29740","32500",1,73465
"MGOL","26599","29800",1,2085
"MGOV","208400","209600",1,3335
"MGPI","812200","844400",1,19029
"MGR","245500","250300",1,2000
"MGRB","202400","208500",1,900
"MGRC","1074200","1120000",1,47048
"MGRD","178100","182999",1,1350
"MGRE","258301","264219",1,10103
"MGRM","23800","27400",1,6500
"MGRO","314599","314900",1,3
"MGRX","2222","2598",1,7947
"MGTX","40400","43800",1,12348
"MGV","1270750","1284700",1,7002
"MGX","19900","22700",1,25295
"MGY","236500","246100",1,41380
"MGYR","121500","125700",1,1000
"MHD","126300","132700",1,5000
"MHF","71700","72300",1,3240
"MHH","98000","105200",1,1277
"MHI","95335","96300",1,1400
"MHK","1544227","1598200",1,10000
"MHLA","161100","166700",2,401
"MHLD","17100","18491",1,29624
"MHN","110600","115300",1,4795
"MHNC","174156","176800",10,600
"MHO","1601100","1770000",1,125582
"MHUA","9801","11000",1,24959
"MI","69960","85000",1,1000
"MID","610000","619000",1,2274
"MIDD","1400000","1446200",1,84786
"MIDE","307200","309300",1,68
"MIDU","536400","562953",1,60000
"MIG","220200","221200",1,1815
"MIGI","11900","14200",1,21828
"MILN","417601","422395",1,1917
"MIN","27300","27870",1,12500
"MIND","37600","40400",1,4381
"MINN","224520","226100",10,100
"MINO","459100","461596",1,5235
"MINT","1006000","1006800",1,171148
"MINV","285250","290600",1,1705
"MIO","124101","125400",1,6500
"MIR","108100","111600",1,25000
"MIRA","10000","13000",1,20000
"MIRM","380300","395000",1,41305
"MISL","313100","324100",1,38950
"MIST","14950","15468",1,6000
"MITA","111353","111400",100,500
"MITAW","410","500",100,500
"MITK","83000","87500",1,77760
"MITN","254250","254499",2,381
"MITP","254200","256000",1,500
"MITQ","5512","6100",1,7200
"MITT","77400","79000",1,7712
"MITT-A","223900","229322",1,400
"MITT-B","220015","223299",1,1855
"MITT-C","247900","249999",5,440
"MIY","119300","124400",1,6834
"MJ","32700","34500",1,39099
"MJUS","14900","15600",1,1267026
"MKAM","289568","291050",1,100
"MKC","815500","842900",1,139523
"MKC.V","822600","848226",1,137
"MKDW","12500","14000",1,16570
"MKDWW","183","183",2,1400
"MKFG","46400","49700",1,39200
"MKL","15490000","15827900",1,838
"MKOR","264700","267650",1,700
"MKSI","1097200","1211800",1,386486
"MKTW","6612","7100",1,23746
"MKTX","2520500","2646964",1,41199
"ML","385400","422150",1,2425
"ML+","563","650",4,800
"MLAB","1232750","1341000",1,4672
"MLCO","68000","79100",1,216877
"MLEC","7999","10100",1,18000
"MLECW","380","400",13,2000
"MLGO","2210","2790",1,120417
"MLI","700100","736500",1,6700
"MLKN","239200","251500",1,519536
"MLM","5328912","5565100",1,31328
"MLN","182101","183200",1,6102
"MLNK","209800","233900",1,22424
"MLP","210000","223400",1,763
"MLPA","470500","484900",1,54456
"MLPB","241000","245099",1,11423
"MLPD","252200","254025",1,20
"MLPR","567100","605900",1,100
"MLPX","536500","560000",1,7892
"MLR","595500","613600",1,5376
"MLSS","9000","10000",1,4000
"MLTX","493900","523700",1,24993
"MLYS","117150","123600",1,16568
"MMA","14100","21900",1,4978
"MMC","2150100","2253900",1,274700
"MMD","168400","169000",1,10900
"MMI","394400","406800",1,3500
"MMIN","244539","246100",1,4000
"MMIT","245100","246076",1,11409
"MMKT","1000300","1000700",1,550
"MMLG","282700","286656",1,1039
"MMLP","35500","36800",1,6000
"MMM","1366000","1407200",1,260000
"MMS","912500","939800",1,146313
"MMSC","204400","207500",1,2421
"MMSI","972800","1001071",1,46100
"MMT","48000","48400",1,8738
"MMTM","2504421","2635700",1,207
"MMU","107780","108600",1,10000
"MMV","4555","5500",1,17647
"MMYT","930000","1084900",1,49680
"MNA","327400","329800",1,4418
"MNBD","260700","260900",1,22
"MNDO","19201","20200",1,5500
"MNDR","6382","7198",1,48709
"MNDY","2410000","2863800",1,38962
"MNKD","61500","64860",1,625221
"MNMD","58100","61200",1,73958
"MNOV","17514","20800",1,2000
"MNPR","50100","71000",1,39494
"MNR","158800","164100",1,5900
"MNRO","282603","293100",1,65934
"MNSB","176500","187500",1,488
"MNSBP","233500","234230",1,600
"MNSO","139050","175100",1,368692
"MNST","510100","529900",1,1645000
"MNTK","47500","54100",1,27403
"MNTL","263300","265800",1,100
"MNTN","113100","115000",2,500
"MNTN+","358","358",600,600
"MNTS","4040","5900",1,123132
"MNTSW","80","120",1,17400
"MNTX","56200","56600",1,11800
"MNY","10800","11700",1,8097
"MNYWW","320","350",100,9800
"MO","507400","536900",1,308260
"MOAT","930000","976700",1,49292
"MOB","10300","11199",1,48144
"MOBX","9962","11900",1,10053
"MOD","1283200","1395000",1,6800
"MODD","22400","24780",1,11546
"MODG","101200","112000",1,611485
"MODL","391201","393800",1,2503
"MODV","114500","144000",1,40843
"MOFG","254200","283100",1,120413
